,id,english_writing_host,compound_descr,negativity_descr,neutrality_descr,positivity_descr,compound_neigh_over,negativity_neigh_over,neutrality_neigh_over,positivity_neigh_over,compound_host_ab,negativity_host_ab,neutrality_host_ab,positivity_host_ab
1006,15164048,1,0.862,0.026,0.845,0.128,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1007,15185318,1,0.9245,0.0,0.91,0.09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1008,15192381,0,0.9459,0.0,0.882,0.118,0.8271,0.025,0.864,0.111,0.0,0.0,0.0,0.0
1009,15218507,1,0.9742,0.031,0.801,0.168,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1010,15245010,1,0.9606,0.0,0.886,0.114,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1011,15248750,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9136,0.0,0.578,0.422
1012,15260579,1,0.981,0.011,0.818,0.172,0.0,0.0,1.0,0.0,0.9876,0.01,0.863,0.127
1013,15266868,0,0.4215,0.0,0.933,0.067,0.4588,0.0,0.92,0.08,0.0268,0.137,0.693,0.169
1014,15268601,0,0.9694,0.008,0.857,0.135,0.7845,0.0,0.559,0.441,0.4404,0.084,0.74,0.177
1015,15276864,1,0.9285,0.0,0.909,0.091,0.5994,0.0,0.904,0.096,0.0,0.0,0.0,0.0
1016,15277061,1,0.9686,0.0,0.826,0.174,0.9078,0.0,0.744,0.256,0.0,0.0,0.0,0.0
1017,15338455,0,0.9794,0.0,0.825,0.175,0.9412,0.0,0.703,0.297,0.0,0.0,0.0,0.0
1018,15365309,1,0.9402,0.0,0.886,0.114,0.4404,0.0,0.861,0.139,0.0,0.0,0.0,0.0
1019,15367621,0,0.893,0.0,0.908,0.092,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1020,15389854,1,0.9484,0.013,0.825,0.162,0.6369,0.0,0.634,0.366,0.9169,0.0,0.761,0.239
1021,15406946,1,0.9719,0.028,0.802,0.17,0.765,0.0,0.815,0.185,0.9121,0.068,0.743,0.189
1022,15408838,1,0.9153,0.022,0.799,0.179,0.7479,0.0,0.929,0.071,0.8402,0.0,0.697,0.303
1023,15428236,0,0.8885,0.026,0.882,0.092,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1024,15431621,1,0.8689,0.026,0.818,0.156,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1025,15441761,1,0.9575,0.0,0.833,0.167,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1026,15458476,0,0.9628,0.0,0.771,0.229,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1027,15520511,1,0.8402,0.0,0.886,0.114,0.8807,0.0,0.833,0.167,0.0,0.0,1.0,0.0
1028,15539704,1,0.9393,0.0,0.875,0.125,0.0,0.0,1.0,0.0,0.9186,0.0,0.8,0.2
1029,15653602,0,0.9081,0.0,0.841,0.159,0.0,0.0,1.0,0.0,0.9612,0.0,0.713,0.287
1030,15653885,1,0.9829,0.0,0.809,0.191,0.3749,0.0,0.931,0.069,0.0,0.0,0.0,0.0
1031,15655029,0,0.9348,0.0,0.798,0.202,0.0,0.0,1.0,0.0,0.4215,0.0,0.781,0.219
1032,15655566,0,0.9081,0.0,0.85,0.15,0.25,0.045,0.881,0.074,0.6369,0.0,0.656,0.344
1033,15670360,0,0.9584,0.0,0.877,0.123,0.0,0.0,1.0,0.0,0.9876,0.01,0.863,0.127
1034,15670610,1,0.9601,0.012,0.857,0.132,0.0,0.0,1.0,0.0,0.9876,0.01,0.863,0.127
1035,15672464,1,0.833,0.0,0.942,0.058,0.4019,0.0,0.895,0.105,0.0,0.0,0.0,0.0
1036,15677927,0,0.4404,0.0,0.674,0.326,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1037,15763781,1,0.9901,0.0,0.784,0.216,0.7897,0.039,0.777,0.184,0.6239,0.0,0.196,0.804
1038,15792246,1,-0.128,0.074,0.881,0.045,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1039,15794305,1,0.4939,0.023,0.903,0.073,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1040,15804778,1,0.9467,0.016,0.873,0.111,0.4389,0.0,0.892,0.108,0.0,0.0,1.0,0.0
1041,15857527,1,0.8474,0.013,0.908,0.078,0.2928,0.029,0.916,0.055,0.0,0.0,0.0,0.0
1042,15870799,1,0.8271,0.0,0.832,0.168,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1043,15902770,1,0.8516,0.028,0.883,0.089,-0.1531,0.023,0.962,0.016,0.6369,0.0,0.819,0.181
1044,15968053,0,0.9201,0.013,0.886,0.101,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1045,15975146,0,0.9081,0.0,0.855,0.145,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1046,15982778,1,0.8555,0.02,0.864,0.116,0.9559,0.0,0.819,0.181,0.6369,0.0,0.833,0.167
1047,16001061,1,0.9515,0.0,0.793,0.207,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1048,16001097,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8625,0.0,0.294,0.706
1049,16024190,0,0.6901,0.0,0.923,0.077,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1050,16061120,0,0.8439,0.05,0.855,0.096,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1051,16091273,1,0.9858,0.0,0.823,0.177,0.4877,0.0,0.826,0.174,0.0,0.0,0.0,0.0
1052,16099193,1,0.962,0.012,0.862,0.126,0.1027,0.0,0.964,0.036,0.6808,0.0,0.616,0.384
1053,16104813,1,0.9224,0.0,0.912,0.088,0.9856,0.016,0.706,0.278,0.6696,0.0,0.781,0.219
1054,16105413,1,0.9821,0.01,0.824,0.165,0.2942,0.06,0.849,0.091,0.8122,0.0,0.67,0.33
1055,16110027,1,0.9867,0.0,0.815,0.185,0.9311,0.0,0.772,0.228,0.0,0.0,0.0,0.0
1056,16121919,0,0.8834,0.042,0.838,0.12,0.4215,0.073,0.762,0.166,0.0,0.0,0.0,0.0
1057,16133879,1,0.9705,0.0,0.841,0.159,0.9483,0.0,0.747,0.253,0.7964,0.0,0.458,0.542
1058,16152054,1,0.9042,0.009,0.917,0.073,0.0,0.0,1.0,0.0,0.5709,0.07,0.736,0.194
1059,16185624,1,0.6369,0.028,0.867,0.106,0.4939,0.0,0.775,0.225,0.0,0.0,1.0,0.0
1060,16263635,0,0.7992,0.009,0.927,0.064,0.5994,0.0,0.506,0.494,0.0,0.0,0.0,0.0
1061,16267761,1,-0.8217,0.077,0.889,0.034,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1062,16297993,0,0.5586,0.082,0.789,0.129,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1063,16344129,1,0.7506,0.081,0.709,0.209,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1064,16397389,1,0.981,0.011,0.818,0.172,0.0,0.0,1.0,0.0,0.9876,0.01,0.863,0.127
1065,16398847,1,0.9648,0.011,0.855,0.134,0.0,0.0,1.0,0.0,0.9876,0.01,0.863,0.127
1066,16399808,1,-0.926,0.086,0.914,0.0,0.8718,0.038,0.831,0.131,0.6369,0.0,0.741,0.259
1067,16411806,0,0.5106,0.0,0.945,0.055,0.5719,0.0,0.829,0.171,0.7579,0.0,0.843,0.157
1068,16424413,1,0.9747,0.0,0.869,0.131,0.3818,0.0,0.822,0.178,0.0,0.0,0.0,0.0
1069,16491048,1,0.9852,0.0,0.821,0.179,0.9512,0.0,0.754,0.246,0.8779,0.049,0.763,0.189
1070,16570713,1,0.9747,0.032,0.804,0.164,0.891,0.0,0.897,0.103,0.9559,0.028,0.808,0.164
1071,16591160,1,0.981,0.011,0.818,0.172,0.0,0.0,1.0,0.0,0.9876,0.01,0.863,0.127
1072,16592040,1,0.7402,0.011,0.934,0.055,0.0,0.0,1.0,0.0,0.8481,0.0,0.683,0.317
1073,16644498,1,0.9588,0.011,0.826,0.163,0.0,0.0,1.0,0.0,0.6369,0.0,0.704,0.296
1074,16654939,0,0.7717,0.0,0.374,0.626,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1075,16661464,1,0.9665,0.0,0.801,0.199,0.8519,0.0,0.807,0.193,0.9595,0.0,0.597,0.403
1076,16681157,1,0.9545,0.0,0.896,0.104,-0.6908,0.051,0.949,0.0,0.0,0.0,0.0,0.0
1077,16687993,0,0.2263,0.0,0.975,0.025,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1078,16694414,1,0.9274,0.0,0.839,0.161,0.4404,0.0,0.946,0.054,0.0,0.0,0.0,0.0
1079,16712424,1,0.9842,0.0,0.81,0.19,0.8591,0.0,0.689,0.311,0.9484,0.0,0.847,0.153
1080,16724670,1,0.9735,0.016,0.842,0.142,0.4215,0.0,0.924,0.076,0.92,0.0,0.87,0.13
1081,16728567,1,0.8976,0.026,0.872,0.102,0.4754,0.0,0.881,0.119,0.0,0.0,0.0,0.0
1082,16728687,1,0.9825,0.01,0.821,0.169,0.0,0.0,1.0,0.0,0.9876,0.01,0.863,0.127
1083,16732047,1,0.985,0.018,0.798,0.184,0.5267,0.0,0.93,0.07,-0.34,0.255,0.745,0.0
1084,16749406,1,0.9766,0.0,0.867,0.133,0.9422,0.0,0.716,0.284,0.0,0.0,0.0,0.0
1085,16772422,0,-0.0516,0.047,0.911,0.042,0.0,0.0,1.0,0.0,0.3612,0.0,0.839,0.161
1086,16775928,1,0.9846,0.0,0.836,0.164,0.5859,0.0,0.917,0.083,0.0,0.0,0.0,0.0
1087,16824824,0,-0.296,0.039,0.961,0.0,0.2023,0.0,0.94,0.06,0.0,0.0,0.0,0.0
1088,16838578,1,0.8297,0.0,0.909,0.091,0.4215,0.0,0.92,0.08,0.2023,0.0,0.625,0.375
1089,16838933,1,0.8934,0.0,0.865,0.135,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1090,16852685,1,0.9601,0.012,0.857,0.132,0.0,0.0,1.0,0.0,0.9876,0.01,0.863,0.127
1091,16855216,1,0.743,0.018,0.913,0.068,0.805,0.0,0.858,0.142,0.0,0.0,0.0,0.0
1092,16863336,1,0.9246,0.013,0.886,0.101,0.4939,0.061,0.806,0.132,0.8858,0.0,0.819,0.181
1093,16902397,1,0.9726,0.011,0.839,0.15,0.0,0.0,1.0,0.0,0.9876,0.01,0.863,0.127
1094,16929041,1,0.9826,0.01,0.804,0.187,0.0,0.0,1.0,0.0,-0.5106,0.158,0.842,0.0
1095,16952163,1,0.9825,0.01,0.821,0.169,0.0,0.0,1.0,0.0,0.9876,0.01,0.863,0.127
1096,16992938,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7506,0.0,0.522,0.478
1097,17027077,1,0.9249,0.0,0.874,0.126,0.8775,0.034,0.767,0.199,0.0,0.0,0.0,0.0
1098,17030750,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1099,17053725,1,0.9918,0.0,0.771,0.229,0.5719,0.0,0.935,0.065,0.7906,0.0,0.881,0.119
1100,17085252,1,0.9772,0.0,0.843,0.157,0.8948,0.0,0.525,0.475,0.0,0.0,0.0,0.0
1101,17103652,1,0.9749,0.0,0.856,0.144,0.8926,0.06,0.81,0.131,0.0,0.0,0.0,0.0
1102,17117536,0,0.745,0.023,0.897,0.079,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1103,17130441,0,0.6808,0.046,0.833,0.12,0.0,0.0,1.0,0.0,0.5719,0.0,0.657,0.343
1104,17165290,1,0.9201,0.024,0.881,0.095,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1105,17166501,1,0.9524,0.0,0.79,0.21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1106,17167350,0,0.8126,0.0,0.924,0.076,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1107,17234234,1,0.9617,0.0,0.885,0.115,0.5994,0.0,0.726,0.274,0.9844,0.014,0.784,0.203
1108,17250050,1,0.969,0.0,0.779,0.221,0.9168,0.0,0.905,0.095,0.0,0.0,0.0,0.0
1109,17259594,1,-0.1779,0.057,0.897,0.046,0.7906,0.0,0.931,0.069,0.872,0.0,0.727,0.273
1110,17262306,0,0.8537,0.008,0.917,0.075,0.5267,0.0,0.932,0.068,0.765,0.0,0.845,0.155
1111,17301529,1,0.8547,0.0,0.793,0.207,0.0,0.0,1.0,0.0,0.868,0.0,0.78,0.22
1112,17307213,0,0.6194,0.045,0.853,0.101,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1113,17365335,1,0.9915,0.0,0.791,0.209,0.9559,0.0,0.596,0.404,0.8622,0.0,0.719,0.281
1114,17375519,1,0.9413,0.0,0.911,0.089,0.8221,0.0,0.725,0.275,0.92,0.0,0.87,0.13
1115,17378445,1,0.9729,0.0,0.821,0.179,0.0,0.0,1.0,0.0,0.8999,0.0,0.586,0.414
1116,17425341,0,0.6114,0.0,0.875,0.125,0.5267,0.0,0.903,0.097,0.8012,0.0,0.783,0.217
1117,17431169,0,0.9042,0.018,0.862,0.119,0.0258,0.066,0.866,0.069,0.0,0.0,0.0,0.0
1118,17483550,1,0.9726,0.011,0.839,0.15,0.0,0.0,1.0,0.0,0.9876,0.01,0.863,0.127
1119,17553010,1,0.9837,0.0,0.818,0.182,0.8591,0.0,0.689,0.311,0.9484,0.0,0.847,0.153
1120,17554019,0,0.802,0.0,0.846,0.154,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1121,17567423,1,0.8271,0.017,0.889,0.094,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1122,17587111,1,0.7269,0.0,0.928,0.072,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1123,17596979,0,0.8268,0.013,0.885,0.102,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1124,17597953,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1125,17623562,1,0.974,0.0,0.871,0.129,0.0258,0.0,0.97,0.03,0.92,0.0,0.87,0.13
1126,17632261,1,0.9846,0.0,0.842,0.158,0.4215,0.0,0.938,0.062,0.6369,0.0,0.323,0.677
1127,17632537,1,0.9726,0.011,0.839,0.15,0.0,0.0,1.0,0.0,0.9876,0.01,0.863,0.127
1128,17633028,0,-0.9274,0.122,0.839,0.039,0.5719,0.0,0.902,0.098,0.7003,0.0,0.756,0.244
1129,17672189,1,0.9243,0.0,0.904,0.096,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1130,17672531,1,0.9874,0.0,0.807,0.193,0.7906,0.0,0.833,0.167,0.0,0.0,0.0,0.0
1131,17673455,1,-0.872,0.128,0.818,0.055,0.0,0.0,1.0,0.0,0.979,0.012,0.784,0.204
1132,17675625,1,0.9677,0.011,0.779,0.211,0.6865,0.0,0.886,0.114,0.9274,0.0,0.787,0.213
1133,17688218,1,0.9806,0.011,0.829,0.16,0.2247,0.03,0.928,0.042,0.8268,0.0,0.756,0.244
1134,17709785,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1135,17716583,1,0.9517,0.0,0.85,0.15,0.0,0.0,1.0,0.0,0.9062,0.0,0.739,0.261
1136,17733740,1,0.8016,0.007,0.943,0.051,0.0,0.0,1.0,0.0,0.6369,0.0,0.819,0.181
1137,17763311,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1138,17777833,0,0.8658,0.008,0.914,0.078,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1139,17785765,1,0.6808,0.0,0.906,0.094,0.0,0.0,1.0,0.0,0.2732,0.0,0.488,0.512
1140,17785837,0,0.9732,0.013,0.83,0.158,0.0,0.0,1.0,0.0,0.5563,0.0,0.87,0.13
1141,17804827,0,0.783,0.0,0.913,0.087,0.2724,0.0,0.972,0.028,0.8201,0.0,0.752,0.248
1142,17835339,1,0.9285,0.0,0.846,0.154,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1143,17930670,0,0.9402,0.0,0.887,0.113,0.891,0.0,0.91,0.09,0.886,0.037,0.765,0.197
1144,17979290,1,0.34,0.0,0.951,0.049,0.0,0.0,1.0,0.0,0.6597,0.0,0.671,0.329
1145,17986960,1,0.6597,0.041,0.841,0.118,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1146,18006045,1,0.9931,0.0,0.766,0.234,0.6249,0.0,0.836,0.164,0.9871,0.033,0.598,0.369
1147,18016087,1,0.7351,0.0,0.909,0.091,0.0,0.0,1.0,0.0,0.5859,0.0,0.833,0.167
1148,18046589,1,0.743,0.0,0.897,0.103,0.8542,0.0,0.882,0.118,0.0,0.0,0.0,0.0
1149,18071854,1,0.7906,0.0,0.759,0.241,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1150,18086143,0,0.7096,0.0,0.922,0.078,-0.2732,0.032,0.952,0.016,0.0,0.0,0.0,0.0
1151,18099961,0,0.0,0.0,1.0,0.0,0.5413,0.0,0.94,0.06,0.0,0.0,0.0,0.0
1152,18117363,0,0.7783,0.0,0.755,0.245,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1153,18128040,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1154,18137087,0,0.8709,0.0,0.832,0.168,0.7264,0.0,0.679,0.321,0.0,0.0,1.0,0.0
1155,18146505,1,0.9025,0.046,0.836,0.118,0.9783,0.0,0.759,0.241,0.9939,0.013,0.683,0.304
1156,18147550,1,0.8207,0.025,0.899,0.076,0.9442,0.018,0.864,0.118,0.0,0.0,0.0,0.0
1157,18147783,1,0.961,0.0,0.89,0.11,0.9595,0.017,0.798,0.185,0.0,0.0,0.0,0.0
1158,18165905,0,0.9118,0.0,0.841,0.159,-0.5994,0.061,0.939,0.0,0.0,0.0,0.0,0.0
1159,18166941,1,0.9825,0.01,0.821,0.169,0.0,0.0,1.0,0.0,0.9876,0.01,0.863,0.127
1160,18190737,0,0.8313,0.0,0.921,0.079,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1161,18195021,1,0.9848,0.0,0.789,0.211,0.0,0.0,1.0,0.0,0.9267,0.0,0.72,0.28
1162,18210029,1,0.6369,0.0,0.947,0.053,-0.1531,0.082,0.918,0.0,0.6369,0.0,0.323,0.677
1163,18213376,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1164,18239519,1,0.9836,0.0,0.814,0.186,0.9575,0.017,0.782,0.201,0.9719,0.0,0.681,0.319
1165,18277152,0,0.0772,0.026,0.944,0.03,-0.296,0.066,0.934,0.0,0.0,0.0,1.0,0.0
1166,18324070,0,0.5994,0.0,0.902,0.098,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1167,18325344,1,0.7579,0.037,0.866,0.097,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1168,18364226,0,0.8934,0.0,0.88,0.12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1169,18381061,0,0.9534,0.0,0.889,0.111,0.0,0.0,1.0,0.0,0.9876,0.01,0.863,0.127
1170,18387860,0,0.9823,0.0,0.838,0.162,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1171,18391605,1,0.7845,0.0,0.864,0.136,0.9216,0.0,0.854,0.146,0.3612,0.0,0.839,0.161
1172,18393579,0,0.8625,0.014,0.917,0.069,0.8519,0.0,0.872,0.128,0.0,0.0,0.0,0.0
1173,18442981,1,0.9061,0.0,0.914,0.086,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1174,18460863,0,0.9704,0.0,0.864,0.136,0.4404,0.0,0.949,0.051,0.5994,0.0,0.698,0.302
1175,18541273,1,0.9921,0.0,0.754,0.246,0.7579,0.0,0.806,0.194,0.0,0.0,0.0,0.0
1176,18553299,1,0.3818,0.039,0.907,0.054,-0.296,0.061,0.939,0.0,0.9622,0.032,0.796,0.171
1177,18561903,1,0.8039,0.01,0.926,0.063,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1178,18574466,0,0.4019,0.013,0.963,0.023,0.1027,0.0,0.966,0.034,0.0,0.0,0.0,0.0
1179,18575696,1,0.9824,0.0,0.831,0.169,0.5647,0.0,0.946,0.054,0.0,0.0,0.0,0.0
1180,18595205,1,0.9877,0.0,0.814,0.186,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1181,18597617,1,0.9696,0.0,0.864,0.136,0.5023,0.171,0.581,0.248,0.0,0.0,1.0,0.0
1182,18605241,1,0.9578,0.0,0.888,0.112,0.6369,0.0,0.864,0.136,0.6597,0.0,0.828,0.172
1183,18605732,1,0.5994,0.0,0.849,0.151,0.0,0.0,1.0,0.0,0.7964,0.0,0.458,0.542
1184,18606866,0,0.6486,0.038,0.886,0.076,0.0,0.0,1.0,0.0,0.9622,0.032,0.796,0.171
1185,18607091,0,0.9758,0.0,0.644,0.356,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1186,18609926,1,0.9349,0.0,0.911,0.089,0.7716,0.052,0.687,0.261,0.0,0.0,0.0,0.0
1187,18640638,1,0.5859,0.0,0.911,0.089,0.5574,0.0,0.662,0.338,0.0,0.0,0.0,0.0
1188,18666657,1,0.9867,0.0,0.802,0.198,0.2732,0.0,0.964,0.036,0.0,0.0,0.0,0.0
1189,18680302,0,0.9175,0.043,0.843,0.114,0.9001,0.041,0.849,0.11,0.0,0.0,0.0,0.0
1190,18701392,1,0.827,0.018,0.869,0.113,0.4939,0.0,0.789,0.211,0.0,0.0,0.0,0.0
1191,18723949,1,0.6211,0.071,0.824,0.105,0.9134,0.0,0.83,0.17,0.0,0.0,0.0,0.0
1192,18744501,1,0.0,0.024,0.946,0.03,0.8225,0.0,0.561,0.439,0.9958,0.006,0.694,0.3
1193,18761649,1,0.981,0.011,0.818,0.172,0.0,0.0,1.0,0.0,0.9876,0.01,0.863,0.127
1194,18766482,1,0.8107,0.022,0.896,0.082,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1195,18767436,1,0.9927,0.0,0.755,0.245,0.4215,0.0,0.935,0.065,0.0,0.0,0.0,0.0
1196,18807563,0,0.6997,0.0,0.854,0.146,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1197,18826033,1,0.975,0.011,0.845,0.145,0.4215,0.0,0.945,0.055,0.4939,0.116,0.678,0.206
1198,18829798,1,0.9349,0.0,0.868,0.132,0.8655,0.0,0.93,0.07,0.0,0.0,0.0,0.0
1199,18860563,0,0.923,0.015,0.852,0.133,0.497,0.0,0.791,0.209,0.946,0.0,0.511,0.489
1200,18884584,1,-0.8957,0.094,0.906,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1201,18913484,0,0.7177,0.0,0.88,0.12,0.0,0.0,1.0,0.0,0.934,0.0,0.773,0.227
1202,18957086,1,0.9285,0.0,0.92,0.08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1203,18993405,0,0.9041,0.0,0.881,0.119,0.6705,0.0,0.621,0.379,0.8316,0.0,0.102,0.898
1204,19009762,0,0.5859,0.0,0.909,0.091,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1205,19013630,1,0.4927,0.0,0.907,0.093,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1206,19030559,1,0.9866,0.0,0.814,0.186,0.4404,0.0,0.939,0.061,0.0,0.0,0.0,0.0
1207,19042532,1,0.9312,0.024,0.875,0.101,0.93,0.0,0.875,0.125,0.0,0.0,0.0,0.0
1208,19071301,1,0.9607,0.0,0.879,0.121,0.9402,0.0,0.834,0.166,0.8016,0.0,0.777,0.223
1209,19110022,1,0.7783,0.0,0.911,0.089,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1210,19130106,1,0.0,0.0,1.0,0.0,0.4927,0.0,0.878,0.122,0.6833,0.0,0.769,0.231
1211,19179283,1,0.872,0.0,0.784,0.216,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1212,19187788,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1213,19217956,0,0.9601,0.0,0.7,0.3,0.0,0.0,1.0,0.0,0.6124,0.0,0.545,0.455
1214,19269536,1,0.9908,0.0,0.798,0.202,0.9413,0.0,0.695,0.305,0.8812,0.045,0.728,0.227
1215,19283829,1,0.9932,0.0,0.738,0.262,0.7494,0.0,0.896,0.104,0.0,0.0,0.0,0.0
1216,19308448,1,0.9847,0.0,0.835,0.165,0.9413,0.0,0.695,0.305,0.8812,0.045,0.728,0.227
1217,19320345,0,0.6908,0.0,0.345,0.655,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1218,19322487,1,0.9509,0.013,0.869,0.118,0.0,0.0,1.0,0.0,0.8316,0.0,0.855,0.145
1219,19323065,1,0.8998,0.0,0.883,0.117,0.6361,0.0,0.852,0.148,0.7964,0.0,0.849,0.151
1220,19339930,0,0.8813,0.027,0.879,0.094,0.9274,0.0,0.813,0.187,0.8173,0.0,0.857,0.143
1221,19352637,1,0.9744,0.0,0.839,0.161,0.6908,0.0,0.831,0.169,0.851,0.0,0.685,0.315
1222,19356728,1,0.6808,0.0,0.887,0.113,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1223,19361682,0,0.8271,0.0,0.927,0.073,0.3182,0.105,0.699,0.196,0.0,0.0,0.0,0.0
1224,19362979,1,0.6808,0.0,0.924,0.076,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1225,19369142,0,0.8402,0.0,0.857,0.143,0.0,0.0,1.0,0.0,0.9551,0.026,0.7,0.274
1226,19395357,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9808,0.07,0.734,0.196
1227,19397011,1,0.0752,0.118,0.744,0.138,0.0,0.0,1.0,0.0,0.9246,0.0,0.573,0.427
1228,19407836,0,0.8869,0.021,0.891,0.089,0.6249,0.0,0.929,0.071,0.0,0.0,0.0,0.0
1229,19426944,1,0.9561,0.0,0.861,0.139,0.8439,0.0,0.89,0.11,0.9538,0.0,0.833,0.167
1230,19493738,0,0.636,0.0,0.937,0.063,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1231,19494188,1,0.8126,0.0,0.894,0.106,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1232,19497611,1,0.9589,0.019,0.859,0.122,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1233,19514142,0,0.9509,0.012,0.858,0.13,0.0,0.0,1.0,0.0,0.9876,0.01,0.863,0.127
1234,19517870,0,0.9459,0.0,0.891,0.109,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1235,19521157,1,0.8126,0.0,0.903,0.097,0.5994,0.0,0.83,0.17,0.8264,0.0,0.891,0.109
1236,19539754,0,0.5994,0.0,0.642,0.358,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1237,19559685,1,0.9345,0.027,0.865,0.108,0.5106,0.0,0.944,0.056,0.9823,0.0,0.748,0.252
1238,19570940,0,0.34,0.0,0.893,0.107,0.0,0.0,1.0,0.0,0.0772,0.058,0.873,0.069
1239,19571425,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0772,0.058,0.873,0.069
1240,19571799,0,0.34,0.0,0.909,0.091,0.0,0.0,1.0,0.0,0.0772,0.058,0.873,0.069
1241,19591048,1,-0.6249,0.049,0.929,0.022,0.0,0.0,1.0,0.0,0.3818,0.0,0.902,0.098
